filename,pop,species,author,class,num_individuals,gene_diversity,allelic_richness,allelic_richness_rbysp,global_fst,Ne,Ne_para_lower,Ne_para_upper,PA_bin,PA_dist_neg,PA_count_10km,PA_count_50km,PA_count_100km,PA_count_150km,n_pops,PA_prop,WDPA_PI,AREA_KM,year,IUCN_CA_num,length_cm,lon,lat,total_alleles,pa_allele_count,prop_alleles_inPA
Als1_Actinopterygii_AnguillaAnguilla.str,Als1_Moulouya,Anguilla_anguilla,Als,Actinopteryggi,45,0.797476351,6.175612882,3.757210347,-0.010079961,311,100.7,NA,0,39195.4797,0,0,6,11,30,0.166666667,NA,NA,NA,NA,121.5,-2.3,35.1,881,729,0.827468785
Als1_Actinopterygii_AnguillaAnguilla.str,Als1_Netherlands,Anguilla_anguilla,Als,Actinopteryggi,51,0.792959299,6.095967497,3.72753398,-0.002953334,717.6,133.5,NA,1,-4445.007917,1,3,10,27,30,0.166666667,478638,11570.43615,1984,4,121.5,5.2,53.1,881,729,0.827468785
Als1_Actinopterygii_AnguillaAnguilla.str,Als1_Portugal,Anguilla_anguilla,Als,Actinopteryggi,51,0.790343857,6.109767951,3.722083781,0.00036905,2584.3,152.5,NA,0,6114.239987,0,1,3,5,30,0.166666667,NA,NA,NA,NA,121.5,-8.9,41.7,881,729,0.827468785
Als1_Actinopterygii_AnguillaAnguilla.str,Als1_SalseLeucarte,Anguilla_anguilla,Als,Actinopteryggi,41,0.779595019,5.980068607,3.673217438,0.011574947,NA,1045.5,NA,1,-2227.377634,0,0,1,1,30,0.166666667,555547183,4005.332947,2011,5,121.5,3.1,42.8,881,729,0.827468785
Als1_Actinopterygii_AnguillaAnguilla.str,Als1_Sargasso1011,Anguilla_anguilla,Als,Actinopteryggi,23,0.766765685,6.017408003,3.666464067,0.018389413,NA,108.1,NA,0,580805.1667,3,21,33,54,30,0.166666667,NA,NA,NA,NA,121.5,-64,27.2,881,729,0.827468785
Als1_Actinopterygii_AnguillaAnguilla.str,Als1_Sargasso1213,Anguilla_anguilla,Als,Actinopteryggi,8,0.762276786,6.146246611,3.761763039,-0.01829278,59.3,16.6,NA,0,504693.4373,2,7,14,31,30,0.166666667,NA,NA,NA,NA,121.5,-64,27.9,881,729,0.827468785
Als1_Actinopterygii_AnguillaAnguilla.str,Als1_Sargasso1617,Anguilla_anguilla,Als,Actinopteryggi,6,0.75,6.125541126,3.806637807,-0.02466304,NA,11.7,NA,0,521336.1937,0,3,21,36,30,0.166666667,NA,NA,NA,NA,121.5,-67,28.1,881,729,0.827468785
Als1_Actinopterygii_AnguillaAnguilla.str,Als1_Sargasso1920,Anguilla_anguilla,Als,Actinopteryggi,5,0.680119048,8.047619048,3.632464097,0.050644143,NA,NA,NA,0,521336.1937,2,19,37,57,30,0.166666667,NA,NA,NA,NA,121.5,-67,28.1,881,729,0.827468785
Als1_Actinopterygii_AnguillaAnguilla.str,Als1_Sargasso2122,Anguilla_anguilla,Als,Actinopteryggi,8,0.742559524,6.076054897,3.691206611,0.008046662,NA,77.3,NA,0,525776.2362,2,10,21,26,30,0.166666667,NA,NA,NA,NA,121.5,-67,25.5,881,729,0.827468785
Als1_Actinopterygii_AnguillaAnguilla.str,Als1_Sargasso2324,Anguilla_anguilla,Als,Actinopteryggi,8,0.742559524,5.890234765,3.663188994,0.008046662,16.4,8.3,56.8,0,483752.6163,2,13,26,46,30,0.166666667,NA,NA,NA,NA,121.5,-67,24.7,881,729,0.827468785
Als1_Actinopterygii_AnguillaAnguilla.str,Als1_Sargasso252627,Anguilla_anguilla,Als,Actinopteryggi,14,0.765340625,6.094968738,3.697897165,0.005846156,NA,53.1,NA,0,326509.0074,0,11,50,88,30,0.166666667,NA,NA,NA,NA,121.5,-70,25.6,881,729,0.827468785
Als1_Actinopterygii_AnguillaAnguilla.str,Als1_Sargasso28,Anguilla_anguilla,Als,Actinopteryggi,8,0.736607143,5.897221826,3.667429792,0.015998192,2.7,2.2,4.6,0,419718.1894,2,2,4,5,30,0.166666667,NA,NA,NA,NA,121.5,-70,26.5,881,729,0.827468785
Als1_Actinopterygii_AnguillaAnguilla.str,Als1_Sargasso293033,Anguilla_anguilla,Als,Actinopteryggi,5,0.694285714,5.857142857,3.595616024,0.033889134,NA,NA,NA,0,595292.6385,0,0,0,1,30,0.166666667,NA,NA,NA,NA,121.5,-70,28.2,881,729,0.827468785
Als1_Actinopterygii_AnguillaAnguilla.str,Als1_Sargasso7,Anguilla_anguilla,Als,Actinopteryggi,29,0.79316007,6.119842085,3.73498581,-0.010753438,3085,92.4,NA,0,712704.6752,0,2,3,6,30,0.166666667,NA,NA,NA,NA,121.5,-64,25.3,881,729,0.827468785
Als1_Actinopterygii_AnguillaAnguilla.str,Als1_Sargasso8,Anguilla_anguilla,Als,Actinopteryggi,22,0.773181948,5.994636587,3.680174057,0.008902126,81.3,33.1,NA,0,712964.7624,0,0,6,8,30,0.166666667,NA,NA,NA,NA,121.5,-64,26,881,729,0.827468785
Als1_Actinopterygii_AnguillaAnguilla.str,Als1_Sargasso8_5,Anguilla_anguilla,Als,Actinopteryggi,8,0.742028061,6.025444793,3.690530699,0.007358549,105.1,15.8,NA,0,680800.1853,1,2,3,9,30,0.166666667,NA,NA,NA,NA,121.5,-64.1,26.3,881,729,0.827468785
Als1_Actinopterygii_AnguillaAnguilla.str,Als1_Sargasso9,Anguilla_anguilla,Als,Actinopteryggi,20,0.768467221,5.993371716,3.66145065,0.012847467,2688.6,72.7,NA,0,654798.7615,0,8,44,92,30,0.166666667,NA,NA,NA,NA,121.5,-64,26.5,881,729,0.827468785
Als1_Actinopterygii_AnguillaAnguilla.str,Als1_SargassoNA20,Anguilla_anguilla,Als,Actinopteryggi,41,0.78894374,6.043284629,3.706784135,-0.000420284,NA,339.2,NA,0,693789.2482,0,1,1,2,30,0.166666667,NA,NA,NA,NA,121.5,-65,26.2,881,729,0.827468785
Als1_Actinopterygii_AnguillaAnguilla.str,Als1_SargassoNA21,Anguilla_anguilla,Als,Actinopteryggi,53,0.798778388,6.140160099,3.746257681,-0.010025243,NA,186.8,NA,0,700399.5561,2,11,25,36,30,0.166666667,NA,NA,NA,NA,121.5,-64.9,26.1,881,729,0.827468785
Als1_Actinopterygii_AnguillaAnguilla.str,Als1_SargassoNA22,Anguilla_anguilla,Als,Actinopteryggi,13,0.753887955,5.818616656,3.611908885,0.01703325,78.9,22.8,NA,0,689360.4234,2,11,23,35,30,0.166666667,NA,NA,NA,NA,121.5,-65,26.2,881,729,0.827468785
Als1_Actinopterygii_AnguillaAnguilla.str,Als1_Sebou,Anguilla_anguilla,Als,Actinopteryggi,51,0.793332938,6.132524171,3.733286853,-0.003389733,1090.5,138.9,NA,0,165273.8681,4,7,22,33,30,0.166666667,NA,NA,NA,NA,121.5,-6.7,34.3,881,729,0.827468785
Als1_Actinopterygii_AnguillaAnguilla.str,Als1_Sweden,Anguilla_anguilla,Als,Actinopteryggi,50,0.792410218,6.065112565,3.714064057,-0.002432522,4228.4,177.1,NA,0,4162.854167,3,8,17,27,30,0.166666667,NA,NA,NA,NA,121.5,12.1,57.3,881,729,0.827468785
Als1_Actinopterygii_AnguillaAnguilla.str,Als1_TourDuValat,Anguilla_anguilla,Als,Actinopteryggi,53,0.789531133,6.086616098,3.714615825,0.001748581,NA,360.1,NA,0,22223.70625,0,26,58,83,30,0.166666667,NA,NA,NA,NA,121.5,4.5,43.4,881,729,0.827468785
Als2_Actinopterygii_AnguillaRostrata.str,Als2_Sargasso17192021,Anguilla_rostrata,Als,Actinopteryggi,7,0.728862974,5.904095904,3.630631273,0.006362927,NA,48.9,NA,0,579976.2282,1,18,26,35,38,0.052631579,NA,NA,NA,NA,152,-67,26.3,572,0,0
Als2_Actinopterygii_AnguillaRostrata.str,Als2_Sargasso22,Anguilla_rostrata,Als,Actinopteryggi,5,0.714285714,5.952380952,3.650982615,-0.004677485,NA,NA,NA,0,516935.4354,16,67,128,212,38,0.052631579,NA,NA,NA,NA,152,-67,25.3,572,0,0
Als2_Actinopterygii_AnguillaRostrata.str,Als2_Sargasso2324,Anguilla_rostrata,Als,Actinopteryggi,16,0.774646577,6.222440357,3.733281689,-0.012253077,74.6,23.2,NA,0,490257.7289,5,15,32,43,38,0.052631579,NA,NA,NA,NA,152,-67,24.8,572,0,0
Als2_Actinopterygii_AnguillaRostrata.str,Als2_Sargasso25,Anguilla_rostrata,Als,Actinopteryggi,11,0.739669421,6.058548852,3.644446614,0.019069438,NA,106.3,NA,0,267833.9719,2,17,26,32,38,0.052631579,NA,NA,NA,NA,152,-70,25,572,0,0
Als2_Actinopterygii_AnguillaRostrata.str,Als2_Sargasso26,Anguilla_rostrata,Als,Actinopteryggi,7,0.742954325,6.291803435,3.729651301,-0.01284739,NA,17.7,NA,0,315158.2729,0,14,26,33,38,0.052631579,NA,NA,NA,NA,152,-70,25.5,572,0,0
Als2_Actinopterygii_AnguillaRostrata.str,Als2_Sargasso27,Anguilla_rostrata,Als,Actinopteryggi,8,0.697521866,5.769688645,3.493197279,0.057590438,NA,18.7,NA,0,363418.9989,3,10,26,36,38,0.052631579,NA,NA,NA,NA,152,-70,26,572,0,0
Als2_Actinopterygii_AnguillaRostrata.str,Als2_Sargasso2829,Anguilla_rostrata,Als,Actinopteryggi,31,0.761929538,6.059277604,3.637770288,0.019666419,NA,257.6,NA,0,436111.7135,2,18,25,32,38,0.052631579,NA,NA,NA,NA,152,-70,26.7,572,0,0
Als2_Actinopterygii_AnguillaRostrata.str,Als2_Sargasso30,Anguilla_rostrata,Als,Actinopteryggi,9,0.748971193,6.087776058,3.680311013,-0.003889503,NA,64.1,NA,0,524569.7161,16,66,128,211,38,0.052631579,NA,NA,NA,NA,152,-70.1,27.5,572,0,0
Als2_Actinopterygii_AnguillaRostrata.str,Als2_Sargasso3132,Anguilla_rostrata,Als,Actinopteryggi,10,0.750238095,6.051888772,3.6750301,0.000293025,NA,158.8,NA,0,610725.1589,2,14,34,57,38,0.052631579,NA,NA,NA,NA,152,-70,28.3,572,0,0
Als2_Actinopterygii_AnguillaRostrata.str,Als2_Sargasso678851112,Anguilla_rostrata,Als,Actinopteryggi,7,0.737663319,6.005946435,3.666960024,-0.00638373,NA,20.6,NA,0,693364.1483,1,1,1,1,38,0.052631579,NA,NA,NA,NA,152,-64,26.2,572,0,0
Als2_Actinopterygii_AnguillaRostrata.str,Als2_SargassoNA2022,Anguilla_rostrata,Als,Actinopteryggi,6,0.727751323,6.11976912,3.698653199,-0.006077944,NA,177.3,NA,0,691571.6859,1,3,5,5,38,0.052631579,NA,NA,NA,NA,152,-65,26.2,572,0,0
Andre_Actinopterygii_GadusMorhua.str,Andre_KattegatA,Gadus_morhua,Andre,Actinopteryggi,77,0.771450171,5.630904634,10.86808112,-0.01034637,159,59.9,NA,1,-1829.8768,9,11,11,12,13,0.307692308,555579651,178.9207795,2003,NA,200,11.9,56.9,227,150,0.660792952
Andre_Actinopterygii_GadusMorhua.str,Andre_KattegatB,Gadus_morhua,Andre,Actinopteryggi,58,0.767020303,5.529926895,10.56489354,-0.006779764,457.6,64.2,NA,1,-4071.535075,5,10,11,13,13,0.307692308,555624629,1343.235342,2016,1,200,12.3,56.5,227,150,0.660792952
Andre_Actinopterygii_GadusMorhua.str,Andre_KattegatC,Gadus_morhua,Andre,Actinopteryggi,41,0.757121528,5.479722418,10.92302944,0.002675243,100.5,33.7,NA,1,-732.54929,4,7,10,12,13,0.307692308,555522500,151.145279,2009,NA,200,12.4,56.2,227,150,0.660792952
Andre_Actinopterygii_GadusMorhua.str,Andre_KattegatD,Gadus_morhua,Andre,Actinopteryggi,60,0.754571842,5.470365263,10.60939624,0.009893656,276.1,58.8,NA,1,-4894.401443,0,16,57,91,13,0.307692308,555624629,1343.235342,2016,NA,200,12.3,56.3,227,150,0.660792952
Andre_Actinopterygii_GadusMorhua.str,Andre_KattegatE,Gadus_morhua,Andre,Actinopteryggi,100,0.742893161,5.363485106,10.28945532,0.02850173,NA,353.8,NA,0,4965.133952,6,7,10,12,13,0.307692308,NA,NA,NA,NA,200,12.2,56.9,227,150,0.660792952
Andre_Actinopterygii_GadusMorhua.str,Andre_KattegatF,Gadus_morhua,Andre,Actinopteryggi,167,0.759461427,5.668905915,11.20432622,0.008822421,NA,1806,NA,0,4369.698299,2,4,10,12,13,0.307692308,NA,NA,NA,NA,200,11.6,56.6,227,150,0.660792952
Andre_Actinopterygii_GadusMorhua.str,Andre_NorthSea,Gadus_morhua,Andre,Actinopteryggi,100,0.770048072,5.773299263,11.35128888,-0.007385201,287.5,72,NA,0,64639.80734,0,16,57,91,13,0.307692308,NA,NA,NA,NA,200,5.9,55.6,227,150,0.660792952
Andre_Actinopterygii_GadusMorhua.str,Andre_OresundA,Gadus_morhua,Andre,Actinopteryggi,99,0.759297578,5.545814777,10.73865728,0.00698838,NA,11959.5,NA,0,1939.818152,0,16,57,91,13,0.307692308,NA,NA,NA,NA,200,12.8,55.8,227,150,0.660792952
Andre_Actinopterygii_GadusMorhua.str,Andre_OresundB,Gadus_morhua,Andre,Actinopteryggi,85,0.762649006,5.589496615,10.93948898,0.001633296,3111.4,124.7,NA,0,1170.46889,4,7,9,12,13,0.307692308,NA,NA,NA,NA,200,12.7,56,227,150,0.660792952
Andre_Actinopterygii_GadusMorhua.str,Andre_SkagerrakEb,Gadus_morhua,Andre,Actinopteryggi,92,0.76746005,5.682858933,11.20815222,-0.004119051,NA,124.8,NA,0,721.5673779,9,9,10,12,13,0.307692308,NA,NA,NA,NA,200,10.8,59.1,227,150,0.660792952
Andre_Actinopterygii_GadusMorhua.str,Andre_SkagerrakEc,Gadus_morhua,Andre,Actinopteryggi,90,0.765817881,5.718144992,11.39430582,-0.002004135,NA,NA,NA,0,4882.397773,1,16,54,85,13,0.307692308,NA,NA,NA,NA,200,11.4,58.4,227,150,0.660792952
Andre_Actinopterygii_GadusMorhua.str,Andre_SkagerrakW,Gadus_morhua,Andre,Actinopteryggi,101,0.772478157,5.670152928,10.84052293,-0.010498365,NA,550,NA,0,11225.97435,2,3,3,3,13,0.307692308,NA,NA,NA,NA,200,9.8,57.7,227,150,0.660792952
Andre_Actinopterygii_GadusMorhua.str,Andre_SkagerrakZ,Gadus_morhua,Andre,Actinopteryggi,166,0.758338906,5.596882747,10.92921817,0.009802083,NA,225.9,NA,0,1174.805029,3,6,10,12,13,0.307692308,NA,NA,NA,NA,200,10.5,58.3,227,150,0.660792952
Bailleul_Chondrichthyes_PrionaceGlauca.str,Bailleul_Australia,Prionace_glauca,Bailleul,Chondrichthyes,16,0.732076662,5.052228247,4.47484822,0.008486009,167.7,16.8,NA,0,73752.07588,0,0,0,0,7,0.285714286,NA,NA,NA,NA,400,152.3,-33.6,137,119,0.868613139
Bailleul_Chondrichthyes_PrionaceGlauca.str,Bailleul_Azores,Prionace_glauca,Bailleul,Chondrichthyes,44,0.758883667,5.162968177,4.554315764,-0.00501751,NA,105,NA,0,83877.70507,0,0,1,1,7,0.285714286,NA,NA,NA,NA,400,-26.1,39.4,137,119,0.868613139
Bailleul_Chondrichthyes_PrionaceGlauca.str,Bailleul_GulfofLion,Prionace_glauca,Bailleul,Chondrichthyes,73,0.760088395,5.199859512,4.581191487,-0.0022845,141.2,53.8,NA,1,-9777.114078,1,5,6,15,7,0.285714286,555643632,4911.651768,NA,NA,400,4,43,137,119,0.868613139
Bailleul_Chondrichthyes_PrionaceGlauca.str,Bailleul_Hawaii,Prionace_glauca,Bailleul,Chondrichthyes,8,0.691455026,5.64485977,5.222461489,0.003256308,41.7,2.5,NA,0,1302.777833,0,0,0,0,7,0.285714286,NA,NA,NA,NA,400,-155.9,20,137,119,0.868613139
Bailleul_Chondrichthyes_PrionaceGlauca.str,Bailleul_Malta,Prionace_glauca,Bailleul,Chondrichthyes,32,0.756208798,5.177857371,4.567086357,-0.006001606,NA,63.5,NA,1,-178.0867937,0,0,0,0,7,0.285714286,555589829,556.9657225,2010,4,400,14.4,35.9,137,119,0.868613139
Bailleul_Chondrichthyes_PrionaceGlauca.str,Bailleul_NewZealand,Prionace_glauca,Bailleul,Chondrichthyes,27,0.72983241,4.87951211,4.328817327,0.026410715,NA,78.2,NA,0,102447.767,1,3,3,5,7,0.285714286,NA,NA,NA,NA,400,165.8,-43.7,137,119,0.868613139
Bailleul_Chondrichthyes_PrionaceGlauca.str,Bailleul_Spain,Prionace_glauca,Bailleul,Chondrichthyes,26,0.727335997,4.968189708,4.383765348,0.028775829,32.8,13,4837.8,0,54375.58524,2,2,9,24,7,0.285714286,NA,NA,NA,NA,400,-7.4,44.5,137,119,0.868613139
Bentley_Actinopterygii_GymnosardaUnicolor.str,Bentley_FaradayShoals,Gymnosarda_unicolor,Bentley,Actinopteryggi,5,0.604134615,5.461538462,3.002442002,-0.013565742,NA,23.4,NA,1,-6514.252323,0,1,1,5,6,0.666666667,2571,349366.2594,1981,6,247.9799957,146.7,-17.8,120,106,0.883333333
Bentley_Actinopterygii_GymnosardaUnicolor.str,Bentley_FlindersReef,Gymnosarda_unicolor,Bentley,Actinopteryggi,20,0.664095994,4.508294756,3.092744411,-0.022839377,27.9,15.1,81.8,1,-2217.310925,0,0,1,4,6,0.666666667,555556875_A,238451.5149,2018,2,247.9799957,148.1,-18.1,120,106,0.883333333
Bentley_Actinopterygii_GymnosardaUnicolor.str,Bentley_ImperieusReef,Gymnosarda_unicolor,Bentley,Actinopteryggi,7,0.568288854,4.145085684,2.865173288,0.081236392,NA,6.9,NA,0,9597.343566,0,0,2,4,6,0.666666667,NA,NA,NA,NA,247.9799957,119.8,-17.4,120,106,0.883333333
Bentley_Actinopterygii_GymnosardaUnicolor.str,Bentley_MarionReef,Gymnosarda_unicolor,Bentley,Actinopteryggi,15,0.636552416,4.118158952,2.94437052,0.011202085,92.4,23.4,NA,1,-58102.15086,0,1,1,6,6,0.666666667,555556875_C,66493.39305,2018,6,247.9799957,152.2,-19.8,120,106,0.883333333
Bentley_Actinopterygii_GymnosardaUnicolor.str,Bentley_ScottReef,Gymnosarda_unicolor,Bentley,Actinopteryggi,17,0.662762843,4.490673115,3.077279417,-0.025116189,NA,122.4,NA,0,25484.75632,0,0,0,5,6,0.666666667,NA,NA,NA,NA,247.9799957,120.1,-13.7,120,106,0.883333333
Bentley_Actinopterygii_GymnosardaUnicolor.str,Bentley_VemaBank,Gymnosarda_unicolor,Bentley,Actinopteryggi,9,0.577218443,3.677091825,2.771192294,0.064770774,19.3,2.8,NA,1,-21058.81404,0,0,0,10,6,0.666666667,555556875_B,684921.8082,2018,4,247.9799957,146,-13.5,120,106,0.883333333
Bernard_Chondrichthyes_GaleocerdoCuvier.str,Bernard_AS,Galeocerdo_cuvier,Bernard,Chondrichthyes,31,0.69315266,4.760408385,6.413963551,0.01272792,NA,109.6,NA,0,195779.8531,0,0,0,0,10,0,NA,NA,NA,NA,750,96.2,7.3,137,0,0
Bernard_Chondrichthyes_GaleocerdoCuvier.str,Bernard_BAH,Galeocerdo_cuvier,Bernard,Chondrichthyes,39,0.577107058,4.006164577,5.468747701,0.179982758,453.8,41.8,NA,0,37466.15996,1,3,4,7,10,0,NA,NA,NA,NA,750,-77.6,24.4,137,0,0
Bernard_Chondrichthyes_GaleocerdoCuvier.str,Bernard_CP,Galeocerdo_cuvier,Bernard,Chondrichthyes,65,0.693778837,4.733239958,6.559343501,0.020412844,218.5,73,NA,0,170565.1349,0,0,0,0,10,0,NA,NA,NA,NA,750,-158.2,19.5,137,0,0
Bernard_Chondrichthyes_GaleocerdoCuvier.str,Bernard_ESI,Galeocerdo_cuvier,Bernard,Chondrichthyes,66,0.712596067,4.884419879,6.806077099,-0.006143217,139.9,55.6,NA,0,39744.26115,0,0,0,0,10,0,NA,NA,NA,NA,750,112.4,-25.8,137,0,0
Bernard_Chondrichthyes_GaleocerdoCuvier.str,Bernard_FLEH,Galeocerdo_cuvier,Bernard,Chondrichthyes,35,0.583421898,4.051683272,5.485306506,0.170732365,258.4,45.4,NA,0,245958.4616,0,0,0,0,10,0,NA,NA,NA,NA,750,-79.2,29.4,137,0,0
Bernard_Chondrichthyes_GaleocerdoCuvier.str,Bernard_GOM,Galeocerdo_cuvier,Bernard,Chondrichthyes,26,0.596531864,4.154941636,5.743707429,0.147623953,NA,37.5,NA,0,129733.0435,0,0,0,1,10,0,NA,NA,NA,NA,750,-89.9,23.9,137,0,0
Bernard_Chondrichthyes_GaleocerdoCuvier.str,Bernard_USVI,Galeocerdo_cuvier,Bernard,Chondrichthyes,22,0.591942149,4.168654423,5.730099742,0.151383674,115.4,20.7,NA,0,149519.9971,0,0,0,1,10,0,NA,NA,NA,NA,750,-66.1,16.6,137,0,0
Bernard_Chondrichthyes_GaleocerdoCuvier.str,Bernard_WSA,Galeocerdo_cuvier,Bernard,Chondrichthyes,20,0.538375,3.7011103,4.935484448,0.22637915,NA,43.1,NA,0,231415.6904,0,0,0,0,10,0,NA,NA,NA,NA,750,-43.1,-25.1,137,0,0
Bernard_Chondrichthyes_GaleocerdoCuvier.str,Bernard_WSI,Galeocerdo_cuvier,Bernard,Chondrichthyes,55,0.70072091,4.808186572,6.592860217,0.008934479,620.7,79,NA,0,187401.4819,0,0,0,0,10,0,NA,NA,NA,NA,750,31.9,-32.4,137,0,0
Bernard_Chondrichthyes_GaleocerdoCuvier.str,Bernard_WSP,Galeocerdo_cuvier,Bernard,Chondrichthyes,21,0.677710677,4.731168703,6.595157626,0.025656223,8.8,4.9,15.7,0,284764.9452,0,0,0,0,10,0,NA,NA,NA,NA,750,154.5,-36,137,0,0
